lon,lat
-149.9488625,61.194444
-149.9488651,61.1944582
-149.949069,61.1941855
-149.949135,61.135959
-149.949138,61.136027
-149.9491602,61.1944349
-149.949285,61.135901
-149.949286,61.1480991
-149.949288,61.135957
-149.9492926,61.1479795
-149.949484,61.135899
-149.949486,61.13595
-149.9496387,61.1479731
-149.9496403,61.1478896
-149.9496453,61.1480959
-149.9496603,61.1481224
-149.94971,61.135947
-149.949738,61.136543
-149.9498033,61.1481224
-149.9500861,61.1441647
-149.9501028,61.14812
-149.9501227,61.148083
-149.950176,61.1480903
-149.9501764,61.1935363
-149.9502192,61.1480798
-149.9502254,61.1443148
-149.950246,61.152547
-149.950247,61.152789
-149.9502561,61.1951578
-149.9502617,61.1944002
-149.9502681,61.1935365
-149.9503074,61.1480228
-149.9503541,61.1439161
-149.9503863,61.1442786
-149.9504008,61.1371417
-149.9504024,61.1370112
-149.9504305,61.1480172
-149.950436,61.1858272
-149.95044,61.156565
-149.950443,61.156802
-149.9504438,61.1478936
-149.950472,61.157049
-149.950476,61.157353
-149.9504886,61.1378502
-149.9504889,61.1379909
-149.950497,61.156406
-149.950499,61.156565
-149.9505006,61.1858482
-149.9505046,61.1440792
-149.950548,61.1862757
-149.9505636,61.143867
-149.9505673,61.18587
-149.950574,61.156801
-149.950575,61.156904
-149.950585,61.1444909
-149.950601,61.152547
-149.950602,61.152789
-149.9506431,61.1413204
-149.950647,61.1414058
-149.9506545,61.1441077
-149.950686,61.1414054
-149.950688,61.155389
-149.950688,61.155501
-149.9506908,61.1412653
-149.950691,61.1415159
-149.9506921,61.1371545
-149.9506923,61.1371426
-149.9506933,61.1413198
-149.950694,61.155599
-149.950696,61.155709
-149.950699,61.156903
-149.9507,61.157048
-149.950735,61.1441983
-149.9507513,61.1443122
-149.9507674,61.1440741
-149.9507793,61.141515
-149.9507806,61.1415435
-149.9508211,61.1442915
-149.9508418,61.1415428
-149.9508454,61.1416224
-149.9508801,61.1444287
-149.9509037,61.1377554
-149.9509039,61.13785
-149.9509567,61.141497
-149.9509622,61.1416212
-149.951006,61.13951
-149.951008,61.139613
-149.951025,61.157052
-149.9510255,61.1371555
-149.9510257,61.1371438
-149.951029,61.157351
-149.9511308,61.1406603
-149.951143,61.140795
-149.951144,61.140725
-149.9511517,61.1851431
-149.9511529,61.1852846
-149.9511529,61.1406595
-149.951162,61.140461
-149.951163,61.156404
-149.951168,61.1555
-149.951168,61.155389
-149.951171,61.157052
-149.9511808,61.1400943
-149.9511839,61.140017
-149.9512021,61.1852845
-149.9512029,61.1853827
-149.951231,61.155598
-149.951232,61.155708
-149.9512599,61.1371444
-149.9512614,61.1400951
-149.9512616,61.1370137
-149.9512645,61.1400178
-149.951315,61.1377552
-149.9513155,61.1379905
-149.951352,61.148567
-149.9513574,61.1484171
-149.951414,61.1406569
-149.951418,61.140462
-149.951462,61.140796
-149.951464,61.1406563
-149.9514729,61.1412571
-149.9514833,61.1414915
-149.951502,61.139508
-149.951504,61.13961
-149.951515,61.1484144
-149.951515,61.148567
-149.9516628,61.1854764
-149.9516969,61.1853728
-149.951699,61.185406
-149.9517455,61.185429
-149.9519006,61.1850891
-149.951901,61.1851416
-149.9519394,61.1856097
-149.952035,61.1855736
-149.9521113,61.185606
-149.9521502,61.1856081
-149.9521534,61.1859131
-149.9521643,61.1518801
-149.9521952,61.1527896
-149.9522022,61.1536705
-149.9522095,61.1850313
-149.9522099,61.1850885
-149.9523547,61.1859127
-149.9523551,61.1859612
-149.9524146,61.1519114
-149.9524685,61.1539554
-149.9524721,61.154162
-149.9525383,61.1538018
-149.952541,61.1539657
-149.952581,61.147012
-149.952583,61.147134
-149.952602,61.147134
-149.952602,61.147158
-149.952631,61.1536714
-149.9526437,61.185497
-149.952647,61.1858861
-149.9526536,61.1858861
-149.9526542,61.1859607
-149.9527054,61.1850303
-149.9527074,61.1852713
-149.952712,61.146987
-149.952712,61.147012
-149.952715,61.147157
-149.952715,61.147185
-149.9527298,61.1519218
-149.9527588,61.153801
-149.9527593,61.1538254
-149.9527754,61.1539326
-149.9527793,61.1541608
