,id,lon,lat
3043,2800106947,-148.8901754,63.742719
3044,2800106948,-148.8918985,63.7426955
3045,2800106951,-148.8878114,63.742588
3046,2800106954,-148.8873939,63.7426227
3047,2800106955,-148.8871886,63.7426558
3048,2800106956,-148.8874172,63.7426517
3049,2800106957,-148.8872022,63.7426721
3050,2800106958,-148.8879139,63.7427121
3051,2800106959,-148.8867839,63.7427397
3052,2800106960,-148.8875882,63.7427648
3053,2800106961,-148.8868037,63.7427632
3054,2800106962,-148.8867488,63.7427721
3055,2800106963,-148.887023,63.7428369
3056,2800106964,-148.8876634,63.7428562
3057,2800106965,-148.8868274,63.7428684
3058,2800106966,-148.8870807,63.7429767
3059,2800106967,-148.8873722,63.7428456
3060,2800106968,-148.8874148,63.7428966
3061,2800106969,-148.8871495,63.7428816
3062,2800106970,-148.8869561,63.7429248
3063,2800106971,-148.8867555,63.7429174
3064,2800106972,-148.8962504,63.7432197
3065,2800106973,-148.8867948,63.7429565
3066,2800106974,-148.8865379,63.7429604
3067,2800106975,-148.8868872,63.7430159
3068,2800106976,-148.887861,63.7435007
3069,2800106977,-148.8868985,63.7430275
3070,2800106978,-148.8866573,63.7430762
3071,2800106979,-148.8881421,63.7430884
3072,2800106980,-148.8879898,63.7431014
3073,2800106981,-148.8874053,63.7429933
3074,2800106982,-148.896195,63.743246
3075,2800106987,-148.8961508,63.7432275
3076,2800106991,-148.8959668,63.743314
3077,2800106993,-148.8971062,63.743587
3078,2800107000,-148.8975012,63.7436089
3079,2800107205,-148.8971193,63.7435953
3080,2800107206,-148.8967051,63.7436357
3081,2800107207,-148.8973322,63.7437458
3082,2800107208,-148.8968842,63.7437085
3083,2800107209,-148.896916,63.7437338
3084,2800107210,-148.8969323,63.7437407
3085,2800107211,-148.8968959,63.7437382
3086,2800107212,-148.8883085,63.7434663
3087,2800107213,-148.8966593,63.743749
3088,2800107214,-148.8881567,63.7434792
3089,2800107217,-148.8967599,63.7436826
3090,2800107218,-148.8967838,63.7437956
3091,2800107220,-148.8968638,63.7437218
3092,2800107222,-148.8969602,63.7437359
3093,2800107223,-148.8975302,63.7437937
3094,2800107225,-148.8967473,63.7438202
3095,2800107226,-148.8970531,63.7436798
3096,2800107228,-148.8977643,63.743866
3097,2800107232,-148.897339,63.7437729
3098,2800107233,-148.8968585,63.7438547
3099,2800107234,-148.8972772,63.7438085
3100,2800107235,-148.8986488,63.7439183
3101,2800107237,-148.8972959,63.7438176
3102,2800107239,-148.8968416,63.7438664
3103,2800107245,-148.8971645,63.7438924
3104,2800107246,-148.897184,63.7438959
3105,2800107250,-148.8970992,63.7439332
3106,2800107256,-148.8985537,63.7439954
3107,2800107261,-148.8882705,63.7439556
3108,2800107262,-148.8880051,63.7440023
3109,2800107358,-148.895702,63.7446992
3110,2800107361,-148.8960732,63.7447253
3111,2800107368,-148.8961362,63.7448086
3112,2800107371,-148.8957592,63.7448489
3113,2800107373,-148.8957909,63.7448511
3114,2800107377,-148.8961293,63.7448274
3115,2800107380,-148.8960095,63.7448376
3116,2800107382,-148.8957943,63.7448675
3117,2800107383,-148.8957129,63.7448844
3118,2800107406,-148.8957788,63.7450624
3119,2800107407,-148.8959273,63.7450516
3120,2800107410,-148.8961174,63.7451906
3121,2800107423,-148.8959819,63.7451988
3122,2800108407,-148.901229,63.7496278
3123,2800108410,-148.9013478,63.7496435
3124,2800108415,-148.9013388,63.7496568
3125,2800108419,-148.9011737,63.7497099
3126,2800108423,-148.9012929,63.7497256
3127,2800108439,-148.900978,63.7498834
3128,2800108443,-148.9011698,63.7499087
3129,2800108445,-148.9016629,63.7497708
3130,2800108447,-148.9015511,63.7499353
3131,2800108451,-148.9009308,63.7499535
3132,2800108456,-148.9011369,63.7499783
3133,2800108464,-148.901454,63.7502743
3134,2800108465,-148.9016734,63.7499516
3135,2800108505,-148.9010298,63.7501529
3136,2800108508,-148.9012304,63.7502844
3137,2800108514,-148.9011716,63.7502367
3138,2800108519,-148.9010245,63.7502023
3139,2800108524,-148.9010531,63.7501557
3269,2933860124,-147.7467121,64.8377299
3270,2933860130,-147.7463604,64.8371338
3271,2933860131,-147.7467124,64.8378102
3272,2933860135,-147.7462993,64.8377093
3273,2933860148,-147.7463655,64.8377092
3274,2933860151,-147.7467564,64.8372435
3275,2933860152,-147.7467562,64.8372113
3276,2933860153,-147.7467181,64.8371336
3277,2933860161,-147.7463659,64.8378104
3278,2933860162,-147.746299,64.8376518
3279,2933860165,-147.7467309,64.8372436
3280,2933860166,-147.7463623,64.8376518
3281,2933860172,-147.7467184,64.8372114
3282,2933860175,-147.7467326,64.8377298
3283,2933887524,-147.7485689,64.8415265
3284,2933887527,-147.7389855,64.8408191
3285,2933887555,-147.7381962,64.8412412
3286,2933887580,-147.7390526,64.8410966
3287,2933887581,-147.7485394,64.8414148
3288,2933887583,-147.749218,64.8413076
3289,2933887592,-147.7486572,64.841313
3290,2933887593,-147.7490785,64.8415151
3291,2933887595,-147.7490791,64.8414161
3292,2933888340,-147.739563,64.8412691
3293,2933888342,-147.7486628,64.8414182
3294,2933888365,-147.7492422,64.8414125
3295,2933888376,-147.7398549,64.8411129
3296,2933888393,-147.7385553,64.8413625
4157,3072274401,-147.8096188,64.8531524
4158,3072274402,-147.8093613,64.853157
4159,3072274403,-147.80939,64.8533698
4160,3072274404,-147.8096528,64.8533652
4161,3072281137,-147.809481,64.8531549
4166,3080539636,-147.8249072,64.8363377
4167,3080539639,-147.8241165,64.8353478
4168,3080539641,-147.823988,64.8359969
4169,3080539643,-147.8236898,64.8354095
4170,3080539645,-147.8240838,64.8359028
4171,3080539647,-147.8245074,64.8363955
4172,3080539648,-147.8239305,64.8359249
4173,3080539649,-147.8241682,64.8359708
4174,3080572758,-147.8291566,64.8352723
4175,3080572786,-147.8291341,64.8346429
4176,3080572800,-147.8294412,64.8352705
4177,3080572801,-147.8294187,64.834641
6955,3406082936,-149.0140808,63.8483064
6956,3406083606,-149.0161627,63.8471028
6957,3406083607,-149.0171024,63.8471086
6958,3406083610,-149.0161595,63.8472042
6959,3406083611,-149.0170992,63.84721
6960,3406083612,-149.0176234,63.8473751
6961,3406083613,-149.0166705,63.847378
6962,3406083614,-149.0176249,63.8474736
6963,3406083615,-149.0166721,63.8474765
6964,3406083617,-149.0170911,63.8476475
6965,3406083618,-149.0161645,63.847662
6966,3406083621,-149.0170992,63.8477487
6967,3406083622,-149.0161727,63.8477632
6968,3406083627,-149.0176416,63.8479223
6969,3406083628,-149.0167019,63.8479281
6970,3406083629,-149.0176446,63.8480181
6971,3406083630,-149.0167049,63.8480239
11188,3685137339,-148.8908726,63.7424938
11189,3685138467,-148.8909888,63.7422894
11190,3685138835,-148.8909615,63.7423044
11191,3685138836,-148.8910218,63.7425444
11192,3685138837,-148.8907909,63.7424502
11193,3685139352,-148.8908115,63.7424384
11194,3685139428,-148.8911096,63.7423573
11195,3685139429,-148.891041,63.7425333
11196,3685139541,-148.8911857,63.7425422
11197,3685139542,-148.8911418,63.7425675
11198,3685144733,-148.8908898,63.7424838
11199,3685147941,-148.88744,63.7434307
11200,3685147942,-148.8877497,63.7433768
11201,3685147943,-148.8883028,63.7433947
11202,3685147944,-148.8881956,63.7429185
11203,3685147945,-148.8880686,63.7429176
11204,3685147946,-148.8883776,63.7430258
11205,3685147947,-148.8884626,63.7429987
11206,3685147948,-148.8884926,63.7430413
11207,3685147949,-148.8890086,63.7431618
11208,3685147950,-148.8889946,63.7431598
11209,3685147951,-148.8891496,63.7431529
11210,3685147952,-148.8891616,63.7431546
11211,3685147953,-148.8912821,63.7423532
11212,3685148245,-148.8883009,63.7433175
11213,3685148246,-148.8882778,63.743397
11214,3685148247,-148.8890166,63.7431187
11215,3685148248,-148.8889486,63.7431358
11216,3685148249,-148.8888896,63.7431037
11217,3685148250,-148.8888506,63.7430729
11218,3685148251,-148.8889716,63.7430421
11219,3685148252,-148.8889906,63.7430929
11220,3685148253,-148.8890086,63.7432751
11221,3685148254,-148.8889296,63.7432648
11222,3685148255,-148.8890766,63.7432596
11223,3685148256,-148.8889786,63.7432902
11224,3685148257,-148.8891256,63.7432883
11225,3685148258,-148.8911852,63.7423186
11226,3685148259,-148.8911082,63.7422236
11227,3685148638,-148.8871402,63.7430399
11228,3685148639,-148.8879077,63.7434925
11229,3685148640,-148.8877965,63.7433686
11230,3685148641,-148.887549,63.743552
11231,3685148642,-148.8882699,63.7433201
11232,3685148643,-148.8880543,63.7432476
11233,3685148644,-148.8881994,63.74316
11234,3685148645,-148.8882304,63.7432302
11235,3685148646,-148.8882613,63.7432275
11236,3685148647,-148.8880716,63.7428541
11237,3685148648,-148.8884576,63.7430799
11238,3685148649,-148.8883136,63.7430542
11239,3685148650,-148.8883446,63.74302
11240,3685148651,-148.8884106,63.7429894
11241,3685148652,-148.8889036,63.7431003
11242,3685148653,-148.8890166,63.7430763
11243,3685148654,-148.8889806,63.7430853
11244,3685148655,-148.8889986,63.7431049
11245,3685148656,-148.8889366,63.7432232
11246,3685148657,-148.8889856,63.7431971
11247,3685148658,-148.8891236,63.7431497
11248,3685148659,-148.8891296,63.7431406
11249,3685148660,-148.8891556,63.7431441
11250,3685148661,-148.8891286,63.7433347
11251,3685148662,-148.8890746,63.7433352
11252,3685148663,-148.8890766,63.7433663
11253,3685148664,-148.8890126,63.743367
11254,3685148665,-148.8910953,63.7422307
11255,3685149144,-148.887593,63.7435443
11256,3685149145,-148.8874841,63.743423
11257,3685149146,-148.887973,63.7432547
11258,3685149147,-148.8881747,63.7431622
11259,3685149148,-148.8881326,63.7428545
11260,3685149149,-148.8881976,63.7428819
11261,3685149150,-148.8890266,63.7430837
11262,3685149151,-148.8890106,63.7431349
11263,3685149152,-148.8891396,63.7431871
11264,3685149153,-148.8890786,63.7432077
11265,3685149154,-148.8889836,63.7433574
11266,3685149155,-148.8911259,63.7423484
11267,3685149434,-148.8879895,63.7432919
11268,3685157539,-148.8880711,63.743285
11269,3685157540,-148.8881316,63.7428815
11270,3685157541,-148.8884336,63.7430307
11271,3685157542,-148.8890406,63.7430943
11272,3685157543,-148.8889556,63.7432256
11273,3685157544,-148.8889566,63.7431934
11274,3685157545,-148.8890966,63.7431813
11275,3685157546,-148.8891086,63.7432118
11276,3685157547,-148.8890236,63.7432526
11423,3710595434,-148.8960574,63.7447694
11424,3710595642,-148.8960304,63.7447222
11425,3710595734,-148.8961796,63.7448817
11426,3710595929,-148.8960438,63.7449636
11427,3710596029,-148.8962013,63.7449545
11428,3710596030,-148.8960914,63.7448869
11429,3710596140,-148.8957774,63.7447984
11430,3710596141,-148.8960498,63.7449837
11431,3710596238,-148.8960389,63.7449419
11432,3710596634,-148.8960671,63.7450284
11433,3710596734,-148.8960164,63.7448621
11434,3710596930,-148.895669,63.7447908
11435,3710596931,-148.8960905,63.7450228
11436,3710596932,-148.8961064,63.7449371
11437,3710599225,-148.8960784,63.7449821
11438,3711087226,-148.8985886,63.7439036
11439,3711087227,-148.8983969,63.7440035
11440,3711087228,-148.8971268,63.7435808
