lon,lat
-149.832666,61.1889923
-149.8326695,61.1904359
-149.8326695,61.1904579
-149.8326716,61.1854846
-149.8326749,61.209188
-149.8327209,61.1907972
-149.832723,61.1907643
-149.8327242,61.2079399
-149.8327405,61.2067501
-149.8327484,61.2062047
-149.8327498,61.1899965
-149.83275,61.1901257
-149.832776,61.17685
-149.832778,61.1767569
-149.8328006,61.2077072
-149.8328044,61.2186656
-149.832812,61.1881616
-149.8328197,61.210875
-149.8328337,61.1904349
-149.8328481,61.1560567
-149.832858,61.205799
-149.83286,61.205667
-149.8328741,61.2205329
-149.83288,61.155998
-149.832897,61.153062
-149.832904,61.15331
-149.8329137,61.156046
-149.8329172,61.1435096
-149.8329296,61.143858
-149.8329324,61.2076429
-149.8329396,61.207921
-149.8329407,61.1561888
-149.8329444,61.2080492
-149.8329546,61.2185984
-149.8329565,61.1446397
-149.8329646,61.1440649
-149.8329744,61.1767579
-149.8329746,61.1561832
-149.8329761,61.2076637
-149.8329763,61.1766676
-149.8329942,61.1769321
-149.8329959,61.176851
-149.833005,61.205822
-149.833005,61.2058
-149.8330163,61.1939432
-149.8330163,61.1932919
-149.8330384,61.1559721
-149.8330638,61.207621
-149.8330721,61.1560202
-149.8330772,61.2080492
-149.833093,61.2078462
-149.8331078,61.1560144
-149.8331362,61.2080145
-149.8331414,61.188603
-149.8331457,61.1769329
-149.8331471,61.1768628
-149.8331575,61.1887944
-149.8331657,61.1441029
-149.8331662,61.1767149
-149.8331672,61.1766686
-149.8331745,61.1437778
-149.8332004,61.1561464
-149.833227,61.1313448
-149.8332466,61.1767153
-149.8332482,61.1766415
-149.833252,61.153308
-149.833255,61.153429
-149.8332649,61.2080757
-149.833271,61.22952
-149.8333269,61.0950309
-149.8333341,61.2203433
-149.8333393,61.0946791
-149.833342,61.205939
-149.833344,61.205824
-149.8333506,61.1889055
-149.833356,61.188479
-149.8333589,61.2198967
-149.8334065,61.1852148
-149.8334206,61.2077906
-149.8334294,61.1932014
-149.8334308,61.1301534
-149.8334347,61.1932841
-149.8334665,61.1889902
-149.8334684,61.1299177
-149.8334687,61.1893838
-149.8334687,61.1889081
-149.8334688,61.2087436
-149.833474,61.1907643
-149.8334768,61.1904308
-149.8334874,61.1767228
-149.833488,61.1884757
-149.833489,61.1766427
-149.833501,61.190087
-149.8335055,61.1439258
-149.8335068,61.1899525
-149.833513,61.229727
-149.8335174,61.1768646
-149.8335203,61.176723
-149.8335278,61.1894626
-149.8335325,61.2202334
-149.8335486,61.208078
-149.833549,61.153058
-149.83355,61.153094
-149.833574,61.153094
-149.8335748,61.1948104
-149.833575,61.153147
-149.8335751,61.1950247
-149.8335849,61.193036
-149.8335903,61.1931962
-149.833602,61.153147
-149.833609,61.153427
-149.8336119,61.2200304
-149.8336168,61.2201809
-149.8336313,61.2079002
-149.8336552,61.1879095
-149.8336565,61.220071
-149.8336615,61.2201475
-149.8336684,61.1946926
-149.8336686,61.1948103
-149.8336686,61.1947924
-149.8336714,61.2201116
-149.8336779,61.19033
-149.8336779,61.1909168
-149.8336779,61.1905488
