id,lon,lat
1658669589,-147.7185166,64.8614222
1658669591,-147.7215714,64.8614652
1658669594,-147.7211933,64.8614701
1658669607,-147.7189068,64.8614543
1658669609,-147.7193002,64.8614546
1658669610,-147.7219648,64.8615802
1658669611,-147.7230389,64.8615814
1658669613,-147.7150292,64.8616066
1658669615,-147.7145864,64.8616086
1658669617,-147.7219638,64.8617401
1658669618,-147.7230379,64.8617413
1658669620,-147.7224275,64.8619266
1658669630,-147.7220672,64.8619307
1658669631,-147.7176467,64.8620075
1658669633,-147.7180412,64.8620606
1658669636,-147.7189033,64.8621255
1658669639,-147.7192968,64.8621258
1658669642,-147.7216192,64.8621319
1658669645,-147.7212411,64.8621368
1658669648,-147.7193362,64.8621903
1658669650,-147.7188534,64.8621927
1658669652,-147.7213947,64.8622574
1658669657,-147.7210228,64.8622584
1658669658,-147.7177988,64.8622473
1658669660,-147.7181695,64.8622996
1658669662,-147.7150466,64.8623047
1658669664,-147.7146038,64.8623067
1658669666,-147.7193434,64.8624499
1658669669,-147.7188606,64.8624523
1658669672,-147.7189027,64.8625264
1658669674,-147.719296,64.8625286
1658669687,-147.7224698,64.8625875
1658669688,-147.7221094,64.8625917
1658669689,-147.7150471,64.8626078
1658669692,-147.7149113,64.8627931
1658669695,-147.7166306,64.8628173
1658669698,-147.7173034,64.8628816
1658669700,-147.7214051,64.8629218
1658669702,-147.7210332,64.8629229
1658669714,-147.7176741,64.8629338
1658669717,-147.7164947,64.8630025
1658669719,-147.7188821,64.8631983
1658669720,-147.7192753,64.8632004
1659970688,-156.7896019,71.2926394
1660266423,-147.8229624,64.8591251
1660266424,-147.8231112,64.8591763
1660266427,-147.8228059,64.8592071
1660266430,-147.8228987,64.859239
1660266431,-147.8221984,64.8592546
1660266439,-147.8220864,64.8593202
1660266443,-147.8225307,64.8593572
1660266456,-147.8224187,64.8594227
1660266460,-147.8230229,64.8595157
1660266466,-147.829286,64.8595603
1660266469,-147.8289132,64.8595916
1660266472,-147.8229058,64.8595873
1660266475,-147.8233392,64.8596089
1660266484,-147.8293236,64.8596408
1660266487,-147.8289508,64.8596722
1660266488,-147.823222,64.8596805
1660266521,-147.8256288,64.8603047
1660266522,-147.8261311,64.8603136
1660266525,-147.8279516,64.8604073
1660266527,-147.8282659,64.860376
1660266528,-147.8288519,64.8603766
1660266531,-147.8256533,64.860387
1660266532,-147.8281334,64.8604042
1660266533,-147.8282662,64.860404
1660266534,-147.826131,64.8603938
1660266538,-147.8281415,64.8604398
1660266539,-147.8285071,64.8604415
1660266540,-147.8282666,64.8604395
1660266541,-147.8285933,64.8604414
1660266543,-147.8295478,64.8604638
1660266544,-147.8293493,64.8604651
1660266545,-147.8282669,64.8604728
1660266546,-147.8285937,64.8604725
1660266547,-147.8285074,64.8604723
1660266548,-147.8288529,64.860472
1660266549,-147.8293501,64.8604865
1660266550,-147.8292193,64.8604874
1660266551,-147.8279145,64.8605102
1660266552,-147.828023,64.86051
1660266553,-147.8281422,64.8605093
1660266554,-147.8282369,64.8605091
1660266557,-147.8295362,64.8605609
1660266558,-147.8293803,64.860562
1660266561,-147.8293808,64.8605751
1660266562,-147.8292227,64.8605762
1660266565,-147.8296937,64.8606101
1660266566,-147.8296311,64.8606105
1660266567,-147.8295381,64.8606122
1660266568,-147.8294687,64.8606127
1660266569,-147.828144,64.8606467
1660266570,-147.8282384,64.8606466
1660266571,-147.8279318,64.8606467
1660266572,-147.8280245,64.860647
1660266574,-147.8281438,64.8607163
1660266575,-147.8282698,64.8607164
1660266576,-147.8279316,64.8607156
1660266577,-147.8279737,64.8607157
1660266578,-147.8296991,64.8607487
1660266579,-147.8294741,64.8607503
1660266580,-147.8279737,64.8607531
1660266581,-147.8282699,64.8607532
1660266666,-147.8284774,64.8611302
1660266667,-147.8282615,64.8611316
1660266676,-147.8284813,64.8612354
1660266677,-147.8284025,64.861236
1660266678,-147.8283254,64.8612361
1660266679,-147.8282654,64.8612365
1660266680,-147.8287351,64.8612742
1660266681,-147.8285763,64.8612753
1660266682,-147.8285768,64.8612895
1660266683,-147.8284046,64.8612907
1660266687,-147.8287385,64.8613656
1660266688,-147.8285762,64.8613839
1660266689,-147.8284133,64.8613653
1660266690,-147.8283302,64.8613659
1660266692,-147.828414,64.861385
1660300835,-149.0987191,60.9699821
1660300858,-149.0991648,60.9702182
1660300862,-149.0979525,60.9703752
1660300866,-149.0970253,60.9705114
1660300878,-149.0983598,60.9706396
1660300884,-149.097186,60.9707688
1672844020,-135.3376032,57.0491076
1672844051,-135.3358337,57.0497718
1672844053,-135.3377585,57.0492631
1672844118,-135.3375113,57.0489741
1672844159,-135.3376352,57.0490981
1672844177,-135.3377897,57.0492538
1672844225,-135.337381,57.0491493
1672844254,-135.3372756,57.0490437
1725014900,-151.4099069,59.6007098
1725014911,-151.4114085,59.600047
1725014912,-151.4107587,59.6003081
1725014920,-151.4094106,59.600703
1725014951,-151.4166831,59.6013833
1725014955,-151.411409,59.600205
1725014963,-151.4100641,59.6004547
1725015019,-151.4099783,59.6004547
1725015063,-151.4108767,59.6003054
1725015066,-151.4115425,59.6002294
1725015068,-151.4114508,59.6002492
1725015072,-151.4099461,59.6004316
1725015105,-151.4099631,59.6003257
1725015145,-151.4173338,59.6015865
1725015150,-151.4098183,59.6003691
1725015207,-151.4107426,59.6002809
1725015208,-151.4108445,59.6002592
1725015229,-151.4164504,59.601574
1725015236,-151.4097121,59.6007023
1725015258,-151.4098317,59.6005645
1725015265,-151.4106417,59.6003311
1725015275,-151.4094427,59.6009676
1725015299,-151.4106309,59.6002985
1725015302,-151.4104289,59.6003868
1725015314,-151.4100453,59.6004343
1725015337,-151.4098955,59.6009763
1725015414,-151.4171011,59.6017773
1725015431,-151.4097395,59.600342
1725015438,-151.4104047,59.6003488
1725015443,-151.4099416,59.6003026
1725732399,-151.5583545,59.6420604
1725732472,-151.5585467,59.6419392
1725735024,-151.5583548,59.6421604
1725735069,-151.5582814,59.6420322
1725735451,-151.5574503,59.6420329
1725735903,-151.5582814,59.6420605
1725736350,-151.5569001,59.6419409
1725736399,-151.5585475,59.6421603
1725736453,-151.5569006,59.642063
1725736648,-151.5574504,59.6420625
1725946372,-151.5563765,59.6420644
1725946375,-151.5563963,59.6420643
1725946383,-151.55677,59.6419137
1725946395,-151.5563923,59.6419163
1725946406,-151.5566265,59.6420699
1725946422,-151.5566309,59.6422404
1725946426,-151.5563811,59.642242
1725946435,-151.5567742,59.642069
1738333738,-151.5508834,59.6431792
1738333759,-151.5505253,59.6430421
1738333817,-151.5508832,59.6431588
1738333823,-151.5505262,59.6431774
1738333837,-151.5510202,59.6431789
1738333842,-151.55102,59.643154
1738333855,-151.5512937,59.6430408
1738333856,-151.550697,59.6431772
1738333860,-151.5506968,59.6431592
1738333900,-151.551134,59.6431538
1738333901,-151.5511342,59.6431792
1738333903,-151.5512946,59.6431789
1874721102,-166.5292852,53.9030981
1874721104,-166.5295224,53.903247
1874721107,-166.5280511,53.9037803
1874721109,-166.5282882,53.9039292
1914103467,-131.6269415,55.3329204
1914103479,-131.6272528,55.3328647
1914103484,-131.6268464,55.3327483
1944963259,-149.0971293,60.970678
1944963260,-149.0970908,60.9706163
1952287594,-152.0862251,65.171155
1952287597,-152.0902127,65.1712731
1952287653,-152.0905375,65.1712139
1952287687,-152.0900275,65.1712608
1952287690,-152.0825604,65.170748
1952287700,-152.0900525,65.1711826
1952287708,-152.0895267,65.1716008
1952287740,-152.0826888,65.1707245
1952287745,-152.0940207,65.1714789
1952287746,-152.0902365,65.1711973
1952287806,-152.0894981,65.1712309
1952287809,-152.0862378,65.1709602
1952287820,-152.093052,65.1716454
1952287844,-152.0864576,65.1709627
1952287847,-152.0827376,65.1707565
1952287868,-152.0826229,65.170721
1952287898,-152.0895232,65.1711527
1952287903,-152.089592,65.171369
1952287908,-152.0935171,65.1715442
1952287954,-152.0864449,65.1711575
1952287956,-152.0939616,65.1716903
1952287961,-152.0894291,65.171361
1952287963,-152.0826165,65.1707507
1952287964,-152.0905137,65.1712898
1952287984,-152.0930863,65.1715229
1952288001,-152.0893639,65.1715927
1952288007,-152.0826819,65.1707538
1952288010,-152.0827028,65.170884
1952288042,-152.0825256,65.1708755
1952288049,-152.093542,65.1714553
1952299878,-152.035464,65.1706206
1952299900,-152.0353038,65.1706229
1952299909,-152.0357441,65.1705245
1952299911,-152.0352965,65.1705308
1952299934,-152.0354633,65.1706116
1952299967,-152.0357507,65.1706076
1962353469,-134.4153449,58.2994445
1962353477,-134.416142,58.2996307
1962353486,-134.4163365,58.2992513
1962353525,-134.4159156,58.2992574
1962353531,-134.4160613,58.2993807
1962353567,-134.4159255,58.2992879
1962353581,-134.4153022,58.2993121
1962353598,-134.4164501,58.2996032
1962376715,-134.4159215,58.3005113
1962376774,-134.4162603,58.3007235
1962376776,-134.4115873,58.2985511
1962376785,-134.4160234,58.3007791
1962376801,-134.4227375,58.3036024
1962376815,-134.4118873,58.2984914
1962376838,-134.4163882,58.3009031
1962376841,-134.4230945,58.3037987
1962376846,-134.4095911,58.2999082
1962376891,-134.4230758,58.3036527
1962376903,-134.4161897,58.3009567
1962376953,-134.4118333,58.2988668
1962376957,-134.4238072,58.3036879
1962376969,-134.4104006,58.2999557
1962376980,-134.4100802,58.299715
1962376999,-134.4100935,58.2996522
1962377007,-134.4160779,58.3004839
1962377011,-134.4104471,58.2997365
1962377017,-134.4150908,58.3006108
1962377029,-134.4159751,58.3003788
1962377032,-134.4237329,58.3035535
1962377089,-134.4161951,58.3007424
1962377116,-134.4121333,58.2987996
1962377124,-134.4096509,58.2996262
1962377133,-134.4226439,58.3037452
1962377158,-134.4151766,58.3006954
2023280541,-135.3464027,59.5065016
2023280543,-135.3461631,59.506571
2023280551,-135.3465993,59.5066764
2023280553,-135.3463596,59.5067458
2030384075,-156.7799236,71.2888209
2030384076,-156.7793942,71.2888259
2030384077,-156.7800482,71.2888767
2030384078,-156.7799288,71.2888778
2030384087,-156.7800533,71.2889334
2030384088,-156.7794045,71.2889394
2043352248,-151.2532659,59.7164671
2043352249,-151.2533072,59.7163959
2043352250,-151.2532042,59.716425
2043352251,-151.25323,59.7164015
2043352252,-151.2533489,59.7164408
2043352253,-151.2532917,59.7164669
2043352254,-151.2533517,59.7164278
2043352255,-151.2532187,59.7164529
2043352256,-151.2533187,59.7164613
2043352257,-151.2532776,59.7163928
2043352258,-151.2533374,59.7164524
2043352259,-151.2532122,59.7164126
2043352260,-151.2532069,59.7164413
2043352261,-151.2533287,59.716403
2043352262,-151.2533441,59.7164135
2043352263,-151.2532523,59.716395
2043352264,-151.2532416,59.7164629
2055571170,-151.4228718,59.3765719
2055571171,-151.4227176,59.3765638
2055571182,-151.4228095,59.3766159
2055571183,-151.4227825,59.3765239
2059835429,-151.0857855,59.7875818
2060037228,-135.4499508,59.2350769
2060037232,-135.449861,59.2350711
2060037248,-135.450587,59.2350156
2060037270,-135.4505403,59.2352036
2060037345,-135.4499292,59.2351638
2060037355,-135.4499048,59.234895
2060037392,-135.4501374,59.2349101
2068772969,-135.641408,58.432124
2068772972,-135.6417352,58.4321695
2068772973,-135.6411647,58.4321763
2068772974,-135.6414873,58.432225
2068772975,-135.6418621,58.4323252
2068772976,-135.6416101,58.4323815
2068772977,-135.641663,58.4324489
2068772978,-135.6414198,58.4325012
2077557372,-134.4642776,58.3282665
2077557374,-134.4637258,58.328543
2077557375,-134.4633376,58.3282496
2077557377,-134.4639566,58.3280238
2077557380,-134.4640333,58.3283556
2077557381,-134.4638245,58.3281978
2077557382,-134.4639196,58.3284723
2077557383,-134.4636438,58.3282637
2079784736,-141.9339126,64.0715423
2079784756,-141.9338903,64.0716621
2079785032,-141.9336567,64.0716538
2079785094,-141.933679,64.071534
2094066031,-134.5968214,58.3763301
2094066032,-134.5955651,58.3768402
2094066033,-134.596152,58.3770011
2094066034,-134.5962345,58.3761691
2094073202,-134.4645125,58.3282313
2094073205,-134.4647061,58.3283922
2094073208,-134.4647147,58.3281642
2094073211,-134.4649083,58.3283251
2094074324,-134.4652292,58.3281832
2094074326,-134.4655987,58.328081
2094074328,-134.465119,58.3281431
2094074330,-134.4654934,58.3281608
2094074332,-134.4653348,58.3281032
2094074334,-134.4653298,58.3279832
2094081955,-134.4628259,58.3266358
2094081958,-134.4627811,58.3264027
2094081959,-134.463115,58.3266767
2094081960,-134.4626084,58.3264624
2094081961,-134.4634006,58.3268359
2094081962,-134.4635046,58.3267819
2094081963,-134.4632452,58.3268019
2094081964,-134.4637254,58.326899
2094081965,-134.4630083,58.3266706
2094081968,-134.4633248,58.3267942
2094081970,-134.4629986,58.3265761
2094081972,-134.463481,58.3267173
2094081974,-134.462801,58.3267737
2094081977,-134.4630379,58.326905
2094081979,-134.4636214,58.326953
2094081981,-134.4632712,58.3265998
2094091003,-134.4739974,58.3289721
2094091004,-134.4744266,58.3284397
2094091005,-134.4744471,58.3289664
2094091006,-134.474448,58.3289664
2094091007,-134.4739759,58.3284454
2110733527,-151.5458602,59.6400657
2110733539,-151.545865,59.6399601
2110733541,-151.5467259,59.6399702
2110733590,-151.546721,59.6400758
2131765525,-151.4946949,59.6423908
2131765550,-151.4952189,59.6427555
2131765561,-151.4949802,59.6428431
2131765562,-151.4944562,59.6424784
2131781747,-151.4940091,59.6426023
2131781752,-151.4945239,59.6429696
2131781767,-151.4946737,59.642916
2131781768,-151.4941588,59.6425487
2131963325,-151.5489292,59.6405034
2131963333,-151.5454205,59.6396521
2131963347,-151.5460685,59.6397449
2131963349,-151.5488132,59.6404163
2131963351,-151.5488092,59.6405019
2131963358,-151.5489219,59.640656
2131963360,-151.546071,59.6396569
2131963370,-151.5489282,59.640602
2131963373,-151.5491051,59.6404198
2131963376,-151.5490937,59.6406581
2131963378,-151.5454179,59.63974
2134001455,-135.3226617,59.4556437
2134001456,-135.3227718,59.4555851
2134001457,-135.3226515,59.4555267
2134001458,-135.3225414,59.4555853
2134002802,-135.3230598,59.4550916
2134002803,-135.3223569,59.4554985
2134002804,-135.3225982,59.4553478
2134002805,-135.3228731,59.4554041
2134002806,-135.3225594,59.4553844
2134002807,-135.3232711,59.455196
2134002808,-135.3222142,59.4554331
2134002809,-135.3224167,59.455319
2134002810,-135.3227476,59.4551932
2134006794,-133.726814,58.1430904
2134006795,-133.7270427,58.1429648
2134006796,-133.7262368,58.1427978
2134006797,-133.7264655,58.1426721
2134007348,-133.7274175,58.1428933
2134007349,-133.7271493,58.1426133
2134007350,-133.7275535,58.1428189
2134007351,-133.7270134,58.1426877
2134008844,-133.7273373,58.1421151
2134008846,-133.7272676,58.1423602
2134008847,-133.7272461,58.1423493
2134008848,-133.7269347,58.142563
2134008849,-133.7275114,58.1422031
2134008850,-133.7269631,58.1423629
2134008851,-133.7273856,58.1423857
2134008852,-133.7271195,58.1424611
2134008854,-133.7269238,58.1423431
2134008856,-133.7271869,58.1424952
2134008860,-133.7272999,58.1423424
2134008861,-133.7267602,58.1424748
2134009265,-133.726904,58.1418987
2134009268,-133.7267958,58.1419594
2134009271,-133.7267286,58.1418116
2134009274,-133.7266204,58.1418723
2134050628,-133.726081,58.1421733
2134050629,-133.7259508,58.1422398
2134050630,-133.7259722,58.142114
2134050632,-133.725842,58.1421804
2134050990,-133.7259762,58.1424706
2134050991,-133.7258488,58.1425379
2134050992,-133.7258703,58.1424147
2134050993,-133.7257429,58.142482
2134051365,-133.7253516,58.142792
2134051368,-133.7254649,58.1428505
2134051371,-133.725476,58.1427249
2134051372,-133.7255893,58.1427835
2134051849,-133.7255323,58.1411671
2134051850,-133.7256344,58.141234
2134051851,-133.7258009,58.1410529
2134051852,-133.725903,58.1411198
2162492248,-151.5421803,59.6452585
2162492249,-151.5419182,59.6452649
2162492254,-151.5424145,59.6453705
2162492255,-151.5421915,59.645376
2162492256,-151.54208,59.6454241
2162492258,-151.5419338,59.6454276
2162492259,-151.5424217,59.6454451
2162492260,-151.5422547,59.6454491
2162492264,-151.5422728,59.6456381
2162492265,-151.5421008,59.6456423
2162492288,-151.5395561,59.6466457
2162492289,-151.5390254,59.6466564
2162492290,-151.5395645,59.6467517
2162492291,-151.5390337,59.6467624
2162492326,-151.5307427,59.6475336
2162492333,-151.5305535,59.647579
2165951773,-162.3122443,55.0592764
2165951777,-162.3123295,55.0593173
2165951781,-162.3121309,55.0593227
2165951783,-162.3124882,55.0593236
2165951785,-162.3123068,55.0593265
2165951793,-162.3123883,55.0593644
2165951831,-162.3127067,55.059499
2165951841,-162.3124708,55.0595954
2165952048,-162.3232214,55.0605225
2165952058,-162.3235693,55.0605438
2165952130,-162.3231895,55.0606936
2165952137,-162.3235374,55.0607149
2194119314,-151.2726156,59.7173093
2194119315,-151.272764,59.7173183
2194119316,-151.272545,59.7173451
2194119317,-151.2726061,59.7173488
2194119318,-151.2725355,59.7173848
2194119319,-151.272745,59.7173975
2194119322,-151.2829898,59.7195398
